station_id,name,lat,lon,altitude,address,post_code,capacity
474,"VIA FAVÈNCIA, 47",41.4418604,2.1664224,102.0,"VIA FAVÈNCIA, 47",8042,24
475,"C/ CAMPO FLORIDO, 66",41.4216738,2.1799878,46.0,"C/ CAMPO FLORIDO, 66",8027,19
476,"C/ PERIODISTES, 9",41.422037,2.174401,80.0,"C/ PERIODISTES, 9",8032,18
477,"C/ AMILCAR, 78",41.4260751,2.1722534,69.0,"C/ AMILCAR, 78",8032,26
478,"C/ ESCULTOR LLIMONA, 7",41.4276076,2.1697582,65.0,"C/ ESCULTOR LLIMONA, 7",8031,30
479,"PG. FABRA I PUIG, 344",41.430623,2.1671068,73.0,"PG. FABRA I PUIG, 344",8031,18
480,"PG. FABRA I PUIG, 385",41.4333259,2.1629258,92.0,"PG. FABRA I PUIG, 385",8031,28
481,"PG. FABRA I PUIG, 411",41.4357978,2.163872,89.0,"PG. FABRA I PUIG, 411",8031,26
482,"PG. UNIVERSAL, 29 | C/ DOCTOR LETAMENDI",41.4372022,2.1620235,95.0,"PG. UNIVERSAL, 29 | C/ DOCTOR LETAMENDI",8042,23
483,"C/ LISBOA, 1",41.429561735076526,2.1589684563445877,79.0,"C/ LISBOA, 1",8032,29
484,"C/ EDUARD TODA, 33 | C/ DOCTOR LETAMENDI",41.4345997,2.1585268,104.0,"C/ EDUARD TODA, 33 | C/ DOCTOR LETAMENDI",8031,27
485,"PG. VALLDAURA, 26",41.4374904,2.1565742,121.0,"PG. VALLDAURA, 26",8031,27
486,"C/ PORTO, 35 | AV. ESTATUT DE CATALUNYA",41.4306102,2.1564551,81.0,"C/ PORTO, 35 | AV. ESTATUT DE CATALUNYA",8032,28
488,"AV. CAN MARCET, 36",41.4347859,2.147904,132.0,"AV. CAN MARCET, 36",8035,27
489,"C/ JORGE MANRIQUE, 15",41.4312335,2.1499103,119.0,"C/ JORGE MANRIQUE, 15",8035,27
490,"PG. VALL D'HEBRÓN, 168",41.4280668,2.1443777,150.0,"PG. VALL D'HEBRÓN, 168",8035,50
491,"C/ PARE MARIANA, 24",41.4306689,2.1456449,125.0,"C/ PARE MARIANA, 24",8035,27
492,PL. TETUAN,41.3943454,2.1751709,18.0,PL. TETUAN,8010,24
493,"PG. VALL D'HEBRÓN, 80",41.419965,2.1401823,166.0,"PG. VALL D'HEBRÓN, 80",8023,24
494,RAMBLA CATALUNYA/DIPUTACIO,41.3896967,2.1652199,25.0,RAMBLA CATALUNYA/DIPUTACIO,8007,24
495,"C/ DIPUTACIÓ, 22",41.377846,2.150523,24.0,"C/ DIPUTACIÓ, 22",8015,21
496,"C/ PROVENÇA,  445",41.4048623,2.174799,33.0,"C/ PROVENÇA, 445",8025,18
497,"PTGE. MALUQUER, 16",41.4095489,2.1360313,124.0,"PTGE. MALUQUER, 16",8022,27
498,"C/ ESTEVE TERRADAS, 42",41.4144967,2.1402433,145.0,"C/ ESTEVE TERRADAS, 42",8023,26
499,"AV. VALLCARCA, 196",41.4160558,2.1421504,127.0,"AV. VALLCARCA, 196",8023,27
500,"C/ ARGENTERA, 23",41.4117633,2.1453424,101.0,"C/ ARGENTERA, 23",8023,23
501,"C/ ELISA, 1",41.4052698,2.1420204,95.0,"C/ ELISA, 1",8023,16
502,"AV. VALLCARCA, 11",41.4074444,2.1492066,88.0,"AV. VALLCARCA, 11",8023,18
503,"C/ MAIGNON, 31-41",41.4095926,2.1524953,105.0,"C/ MAIGNON, 31-41",8024,30
504,"C/ MASSENS, 76",41.4092333,2.1557747,87.0,"C/ MASSENS, 76",8024,28
505,"C/ CAMÈLIES, 78",41.4145614,2.1658677,118.0,"C/ CAMÈLIES, 78",8024,27
506,"C/ GARRIGA I ROCA, 2",41.4191957,2.1718497,107.0,"C/ GARRIGA I ROCA, 2",8041,15
507,"C/ SARDENYA, 494",41.4107641,2.1640965,81.0,"C/ SARDENYA, 494",8024,24
508,"C/ SARDENYA, 465",41.4090922,2.1656378,70.0,"C/ SARDENYA, 465",8025,27
509,"C/ TORRENT DE L'OLLA, 11",41.3989713,2.1606736,46.0,"C/ TORRENT DE L'OLLA, 11",8012,32
510,"C/ GRAN DE GRÀCIA, 37",41.3989151,2.1564253,55.0,"C/ GRAN DE GRÀCIA, 37",8012,27
511,"C/ GRAN DE GRÀCIA, 91",41.4006862,2.1543317,61.0,"C/ GRAN DE GRÀCIA, 91",8012,20
512,"C/ D'ALACANT, 12",41.4000778,2.1326911,96.0,"C/ D'ALACANT, 12",8017,27
513,"VIA AUGUSTA, 317",41.399017,2.124329,111.0,"VIA AUGUSTA, 317",8017,28
514,"C/ ARAGÓ, 614",41.4095069,2.1885055,16.0,"C/ ARAGÓ, 614",8018,18
515,"C/ SANT ADRIÀ, 43",41.4352071,2.1948002,19.0,"C/ SANT ADRIÀ, 43",8030,24
516,"C/ SANT ADRIÀ, 88",41.4354601,2.2001569,15.0,"C/ SANT ADRIÀ, 88",8030,21
517,"AV. RASOS DE PEGUERA, 10",41.462095,2.178959,44.0,"AV. RASOS DE PEGUERA, 10",8033,20
518,"C/ LLOBREGÓS, 115",41.4246885,2.1570492,112.0,"C/ LLOBREGÓS, 115",8032,27
519,"C/ PEDRELL, 52",41.4246548,2.166289,110.0,"C/ PEDRELL, 52",8032,24
